Customer ID,Number of Orders Lifetime,Revenue Amount Lifetime,Art.com Flag
8237579,6,$453.20,Y
8237625,8,$768.94,N
8237654,4,$985.23,N
8237662,4,$221.56,Y
8237702,6,$94.53,Y
8237707,7,$265.67,N
8237728,5,$704.16,N
8237736,7,$569.68,N
8237771,4,$223.54,N
8237833,3,$128.08,N
8237856,5,$190.11,N
8237914,4,$435.46,N
8237954,15,$526.37,Y
8237964,5,$182.11,N
8237979,7,"$1,292.86",N
8238021,8,"$1,201.64",N
8238026,6,$413.59,Y
8238038,7,$446.23,Y
8238042,17,$983.16,Y
8238111,5,$169.47,N
8238125,9,$514.79,N
8238141,6,$545.92,Y
8238147,8,$695.00,N
8238168,5,$100.15,Y
8238188,8,$331.79,Y
8238192,4,$134.66,N
8238233,17,"$1,321.95",Y
8238234,4,$71.43,N
8238246,10,$443.76,N
8238291,5,"$1,332.01",Y
8238295,9,$964.93,Y
8238309,8,$691.66,Y
8238348,8,$152.44,N
8238356,24,"$1,965.40",Y
8238386,4,$239.95,N
8238417,5,$690.25,N
8238455,7,$161.00,N
8238483,4,$145.09,N
8238488,6,$792.72,Y
8238498,13,$984.35,N
8238510,8,$333.18,Y
8238519,6,$441.93,N
8238525,17,"$2,796.13",Y
8238526,12,$358.99,Y
8238545,3,$332.36,N
8238643,6,$566.72,Y
8238650,4,$480.26,Y
8238672,7,"$1,622.80",N
8238687,19,$896.04,Y
8238730,12,"$3,514.85",Y
8238752,4,$186.93,Y
8238777,3,$753.34,N
8238785,5,$429.13,N
8238812,5,$808.81,Y
8238822,3,$371.80,N
8238851,10,$206.35,Y
8238879,5,$84.64,N
8238885,3,$280.20,Y
8238892,6,$106.99,N
8238929,6,"$3,893.88",Y
8238960,8,$552.93,N
8238963,7,$789.05,N
8238964,10,$177.29,N
8238985,12,"$1,941.76",Y
8239003,6,$303.87,Y
8239008,3,$90.44,N
8239023,7,$396.87,Y
8239031,13,$337.27,N
8239059,7,"$1,086.54",N
8239081,3,$76.43,N
8239099,9,$294.33,Y
8239132,7,"$1,208.98",N
8239133,6,$293.50,N
8239155,7,$232.62,Y
8239177,10,$340.76,N
8239204,6,"$1,667.06",N
8239240,7,$117.08,N
8239246,7,$209.17,N
8239355,8,$126.24,N
8239356,4,$136.40,N
8239363,5,$278.35,Y
8239386,13,$310.50,N
8239388,4,$181.50,N
8239405,6,$360.06,Y
8239452,7,$649.00,N
8239465,5,$950.64,Y
8239489,6,$531.36,N
8239505,5,$636.67,N
8239523,9,$334.59,N
8239541,8,"$1,982.54",Y
8239543,3,$111.62,N
8239547,6,$481.73,Y
8239564,7,"$2,180.03",N
8239573,3,$347.87,Y
8239576,6,$497.20,Y
8239605,10,$399.56,N
8239635,18,$539.21,Y
8239643,3,$146.30,Y
8239653,3,$73.87,Y
8239655,3,$124.17,N
8239671,7,$216.25,N
8239679,5,$137.77,N
8239769,6,$357.28,N
8239811,7,$549.46,Y
8239841,3,$192.33,Y
8239900,3,$548.88,N
8239957,6,$301.31,Y
8239961,5,$890.52,N
8239990,6,$337.21,Y
8240009,6,"$1,166.69",Y
8240073,6,$611.43,Y
8240080,4,$103.53,Y
8240124,9,$473.90,N
8240128,13,"$1,321.70",Y
8240151,6,$799.03,N
8240166,8,$557.07,N
8240183,3,$128.41,N
8240190,8,$557.64,Y
8240223,16,"$6,048.08",N
8240236,4,$589.28,N
8240242,3,$628.67,N
8240245,3,$110.90,Y
8240290,6,$257.72,Y
8240305,8,$308.98,N
8240375,3,$112.13,Y
8240383,7,$273.94,N
8240393,7,$336.31,Y
8240413,3,$82.89,N
8240464,4,$202.38,Y
8240501,9,$484.22,Y
8240513,9,$562.67,Y
8240523,5,$120.78,N
8240561,14,"$2,345.85",Y
8240564,3,$68.92,Y
8240581,4,$185.88,N
8240589,7,$850.92,Y
8240592,3,$84.90,N
8240594,3,$171.68,N
8240645,21,"$4,474.76",Y
8240667,11,"$1,223.44",Y
8240688,5,$171.35,N
8240707,6,$487.84,Y
8240711,4,$137.44,N
8240717,6,$405.97,N
8240736,16,"$1,343.86",N
8240834,3,$86.35,N
8240846,4,$525.45,N
8240867,10,$223.63,N
8240895,7,"$1,225.80",N
8240901,5,$171.42,N
8240927,11,$728.13,Y
8240980,5,$724.10,N
8241166,11,$335.87,N
8241178,6,$275.19,Y
8241221,4,$97.84,N
8241223,12,"$1,015.66",Y
8241239,11,"$1,017.60",N
8241243,7,$216.60,Y
8241319,8,$361.76,N
8241320,11,"$1,536.86",N
8241324,3,$48.89,N
8241375,8,$305.44,N
8241382,8,$968.36,N
8241386,4,$535.05,N
8241399,8,$158.51,Y
8241404,4,$136.28,N
8241407,4,$320.02,Y
8241432,25,$519.40,Y
8241487,3,$421.12,N
8241509,15,"$1,845.71",N
8241525,15,$495.59,Y
8241528,6,$526.28,N
8241529,4,$206.36,N
8241532,7,"$3,783.39",Y
8241542,6,$214.84,N
8241561,7,$643.16,N
8241643,31,"$5,934.35",Y
8241645,7,$756.56,N
8241655,8,"$1,073.92",N
8241714,5,$122.55,N
8241720,4,$182.86,N
8241732,5,$173.81,N
8241749,20,"$1,209.77",Y
8241750,4,$412.62,N
8241780,3,$159.51,Y
8241781,5,$139.98,N
8241810,6,$608.27,Y
8241815,4,$86.97,Y
8241878,5,$209.78,Y
8241882,23,"$2,696.77",Y
8241910,11,$406.32,N
8241964,8,"$1,437.31",Y
8242009,5,$211.10,Y
8242021,4,$316.39,Y
8242052,6,$113.84,Y
8242061,6,$402.30,Y
8242062,5,$145.85,N
8242090,7,"$1,048.64",N
8242117,6,$78.76,Y
8242138,11,"$1,290.71",Y
8242165,4,$351.28,Y
8242179,7,$281.06,Y
8242188,7,$541.74,N
8242217,11,$681.14,N
8242229,4,$103.35,Y
8242242,3,$60.89,N
8242256,9,$500.46,N
8242263,8,$222.93,Y
8242264,4,$678.70,N
8242293,4,$351.90,Y
8242302,3,$309.17,N
8242341,7,$353.23,Y
8242372,6,$269.09,N
8242394,9,$349.70,Y
8242400,8,$259.17,Y
8242408,5,$306.54,N
8242444,8,$798.78,N
8242446,3,$305.86,Y
8242448,4,$117.88,N
8242471,3,$84.90,N
8242500,3,$169.88,N
8242559,5,$253.39,Y
8242612,5,$317.89,N
8242628,3,$87.83,Y
8242639,4,$144.12,Y
8242640,8,$744.83,N
8242707,3,$21.46,N
8242708,12,$514.13,N
8242758,4,$583.04,Y
8242803,19,"$3,294.01",Y
8242816,9,$590.08,N
8242827,7,$293.07,N
8242829,5,$244.98,N
8242857,8,$417.49,Y
8242905,3,$80.80,N
8243037,18,$923.41,Y
8243076,3,$90.47,N
8243080,10,$982.73,N
8243102,15,$311.15,Y
8243183,21,"$1,716.08",Y
8243192,9,"$1,423.94",N
8243205,6,$179.32,N
8243221,7,$418.49,N
8243223,6,$241.25,N
8243293,5,$111.77,N
8243316,6,"$1,175.67",N
8243342,7,"$1,472.67",N
8243362,9,$760.81,Y
8243372,3,$140.43,N
8243394,7,$742.64,Y
8243404,4,$436.49,Y
8243444,6,$270.59,Y
8243488,10,$713.82,N
8243509,4,$60.19,N
8243511,3,$59.30,N
8243524,7,$189.86,Y
8243608,6,$495.12,N
8243620,5,$251.90,Y
8243628,11,"$3,486.74",Y
8243699,9,$176.11,N
8243792,5,$506.98,N
8243820,9,"$1,485.19",N
8243821,5,$172.87,Y
8243827,6,$278.12,Y
8243834,3,$174.21,Y
8243847,6,$405.63,N
8243849,5,"$1,081.74",N
8243879,9,"$2,370.08",Y
8243904,9,$185.46,N
8243910,3,$219.64,N
8243925,13,"$1,472.06",Y
8243949,3,$21.94,N
8244009,3,$190.48,N
8244010,5,"$1,054.93",N
8244017,3,$111.93,N
8244059,7,$887.33,Y
8244064,4,$107.26,N
8244065,7,$447.89,N
8244094,8,$571.11,N
8244125,7,$289.74,Y
8244170,3,$68.81,N
8244188,5,$172.65,N
8244278,21,"$2,098.42",Y
8244289,4,$324.39,N
8244298,3,$145.82,N
8244308,10,"$1,718.11",Y
8244377,3,$278.55,N
8244395,4,$720.93,Y
8244411,5,$114.87,N
8244412,5,$274.12,N
8244435,4,$402.92,Y
8244437,7,$646.16,Y
8244450,5,$650.25,N
8244451,7,$103.92,N
8244521,3,$427.18,N
8244544,3,$159.12,Y
8244547,13,"$1,593.60",N
8244560,4,$121.84,N
8244561,8,$527.68,Y
8244569,3,$214.88,N
8244574,3,$84.31,N
8244627,5,$263.06,Y
8244714,5,$359.59,Y
8244742,6,$466.60,N
8244749,6,$238.70,Y
8244790,9,$691.90,Y
8244803,5,$406.17,N
8244825,6,$714.07,Y
8244894,6,$155.06,N
8244905,6,$351.10,N
8244914,7,$775.48,N
8244952,5,$953.17,N
8245006,5,$100.38,N
8245052,37,"$1,085.24",Y
8245085,3,$117.41,N
8245156,6,$382.43,Y
8245198,5,$118.94,N
8245226,4,$211.05,N
8245236,4,$73.01,N
8245312,4,$500.16,N
8245368,4,$96.88,Y
8245380,8,"$1,235.70",Y
8245411,8,$416.62,Y
8245430,3,$77.71,N
8245433,10,$660.37,Y
8245451,5,$96.82,N
8245487,4,$104.09,N
8245491,4,$133.61,N
8245612,5,$395.60,N
8245629,6,$154.65,Y
8245636,13,$446.45,N
8245647,12,$687.20,Y
8245665,4,"$1,147.44",N
8245690,14,"$2,103.53",Y
8245722,6,$234.46,N
8245728,19,"$1,028.76",Y
8245854,5,$231.84,N
8245859,26,$828.70,N
8245942,5,"$1,416.82",N
8245946,3,$158.49,N
8245972,4,$178.47,N
8245975,10,"$1,673.36",N
8245999,9,$345.30,N
8246007,4,$82.66,N
8246013,20,"$1,125.46",N
8246057,3,$118.60,N
8246069,3,$821.63,N
8246101,9,$500.57,Y
8246150,6,$520.25,N
8246234,7,"$1,042.02",Y
8246262,4,$176.47,Y
8246268,8,$220.20,N
8246280,4,$382.93,N
8246312,6,$227.59,N
8246327,4,$204.15,Y
8246367,14,$396.79,Y
8246410,8,"$1,273.87",N
8246461,8,$329.05,N
8246558,18,$743.65,Y
8246630,11,$609.03,N
8246645,7,$423.87,N
8246657,4,$191.09,Y
8246669,11,$943.65,N
8246671,16,$448.03,N
8246684,8,$372.70,Y
8246720,5,$68.10,N
8246730,6,$304.10,Y
8246761,3,$58.14,N
8246774,10,"$1,276.52",N
8246781,21,"$2,697.09",Y
8246800,11,$514.57,Y
8246811,4,$546.57,Y
8246836,10,$361.18,N
8246853,5,$98.19,N
8246879,6,$208.95,N
8246929,78,"$1,446.28",Y
8246957,6,"$1,730.62",N
8246985,18,$656.77,N
8246990,5,$531.34,N
8247002,11,$605.96,N
8247028,9,$462.30,N
8247059,7,$703.63,N
8247087,6,$272.48,N
8247157,3,$176.24,N
8247176,5,$205.29,N
8247304,8,$574.08,N
8247317,12,$491.69,Y
8247329,16,$371.41,N
8247361,9,$404.45,N
8247405,6,$132.86,Y
8247425,3,$157.86,N
8247469,15,$880.01,Y
8247493,6,$541.46,N
8247516,3,$45.37,N
8247629,7,$260.56,N
8247647,3,$400.34,Y
8247654,20,"$1,563.00",N
8247666,6,$112.79,N
8247734,3,$48.37,Y
8247757,18,$754.76,Y
8247808,9,$652.03,N
8247841,4,$110.92,N
8247961,9,$917.42,N
8247986,3,$486.25,N
8248008,7,$607.86,Y
8248030,4,$331.35,Y
8248059,6,$666.27,N
8248060,6,"$2,242.67",N
8248080,7,$241.11,N
8248083,4,$283.29,N
8248118,3,$259.33,Y
8248166,4,$169.14,N
8248185,4,$218.66,N
8248241,7,$350.14,Y
8248315,8,$192.19,Y
8248317,3,$99.82,N
8248318,6,$163.60,N
8248325,5,$627.37,Y
8248370,4,$82.49,N
8248407,9,$185.18,N
8248530,4,$51.93,N
8248551,3,$785.14,N
8248615,9,$477.39,Y
8248653,3,$159.95,N
8248718,3,$52.29,N
8248736,3,$163.71,N
8248749,6,$284.65,Y
8248758,13,"$1,252.38",Y
8248769,8,"$1,277.25",N
8248776,4,$856.34,N
8248807,4,$328.83,N
8248864,4,$58.92,N
8248933,4,$453.75,N
8248952,4,$436.90,Y
8248981,22,"$1,986.17",N
8249006,11,$934.27,Y
8249011,3,$338.80,N
8249030,5,$419.35,N
8249054,4,$120.88,N
8249150,9,$548.32,Y
8249173,6,"$1,995.56",N
8249203,5,$581.66,Y
8249246,6,$715.78,N
8249257,6,$497.51,Y
8249364,16,$875.52,Y
8249391,7,"$1,129.60",N
8249462,8,$210.04,N
8249465,6,$321.82,Y
8249467,7,$184.81,N
8249468,12,$448.37,N
8249470,5,$360.38,N
8249471,3,$128.79,N
8249477,4,$234.12,N
8249491,5,"$1,219.89",N
8249492,6,$274.31,N
8249496,7,$517.86,Y
8249516,10,$547.16,N
8249565,7,$250.58,Y
8249572,3,$71.57,N
8249582,5,$81.37,Y
8249601,4,$73.21,N
8249613,4,$78.53,N
8249615,8,"$2,990.99",N
8249622,5,$914.08,Y
8249624,10,$710.92,Y
8249674,3,$61.42,N
8249736,4,$562.36,N
8249740,4,$584.97,N
8249748,6,$266.41,N
8249796,5,$71.06,Y
8249805,5,$512.59,Y
8249827,5,$390.07,Y
8249833,6,$69.68,N
8249844,9,$285.54,Y
8249855,4,$170.60,N
8249893,4,$450.99,Y
8249909,4,$104.86,N
8249911,3,$89.21,N
8249927,4,$136.37,Y
8249983,23,"$2,749.56",Y
8250002,7,$204.75,N
8250013,11,$591.94,Y
8250016,9,$355.51,Y
8250039,4,$471.20,N
8250053,3,$124.28,N
8250075,7,$659.69,Y
8250110,6,$328.44,Y
8250115,8,$716.85,N
8250122,7,$268.98,N
8250150,9,$210.32,N
8250161,9,"$1,816.63",Y
8250193,3,$177.49,Y
8250201,11,$501.90,Y
8250217,13,$501.15,Y
8250272,6,$153.13,Y
8250287,6,$402.30,N
8250463,7,"$1,500.59",Y
8250468,4,$343.40,Y
8250480,4,$156.63,N
8250492,5,$173.85,N
8250512,6,"$2,460.07",Y
8250514,5,$512.34,Y
8250538,5,$742.74,N
8250548,3,$90.92,N
8250605,3,$204.94,N
8250651,7,$225.00,N
8250667,12,$302.80,N
8250699,4,$141.85,N
8250740,12,$592.17,N
8250847,12,$387.94,N
8250910,3,$48.92,N
8250927,5,$240.69,Y
8250945,37,"$1,738.74",Y
8250948,3,$72.12,Y
8250952,3,$326.24,N
8250991,5,$610.22,N
8251012,6,$730.08,N
8251037,7,$293.86,Y
8251041,6,$800.29,N
8251096,4,$94.68,N
8251112,13,$269.72,N
8251114,6,$411.54,Y
8251120,5,$666.63,N
8251207,17,$972.42,Y
8251214,4,$57.43,Y
8251231,6,$247.51,N
8251259,20,"$2,005.93",N
8251268,38,"$2,688.56",N
8251273,6,$230.31,N
8251280,7,$258.94,N
8251307,13,"$1,231.82",N
8251326,4,$149.40,N
8251328,6,$172.48,Y
8251363,3,$303.85,N
8251379,6,$185.32,N
8251380,6,$412.80,N
8251416,3,$151.67,N
8251423,10,"$1,134.11",Y
8251444,9,$627.41,Y
8251486,7,$567.84,Y
8251499,6,$436.51,Y
8251503,5,$445.02,Y
8251504,19,"$1,396.19",Y
8251567,9,$545.41,N
8251574,4,$206.90,N
8251681,8,$467.07,Y
8251682,5,$138.18,Y
8251731,4,$80.60,N
8251866,9,"$1,117.70",Y
8251928,5,$218.37,Y
8251961,9,$399.65,N
8252009,5,$148.57,N
8252034,10,$632.57,Y
8252062,8,$369.19,N
8252086,4,$119.81,N
8252100,3,$183.15,N
8252132,3,$107.65,N
8252137,10,$582.60,Y
8252164,4,$419.85,N
8252173,13,$702.29,Y
8252181,3,$70.10,N
8252201,5,$415.56,Y
8252259,12,"$1,166.26",N
8252262,5,$519.58,N
8252263,7,$281.45,N
8252368,5,$869.89,N
8252390,5,$283.37,N
8252398,11,$186.26,N
8252439,11,"$1,217.64",Y
8252452,13,"$2,930.69",Y
8252547,8,$627.39,Y
8252573,6,$181.57,N
8252605,6,$194.74,N
8252616,5,$741.01,Y
8252618,7,$277.07,N
8252624,9,$248.37,N
8252628,7,$385.77,N
8252632,8,$688.20,Y
8252661,21,$869.79,N
8252675,11,$621.44,Y
8252708,15,"$1,691.81",Y
8252736,7,$188.35,Y
8252760,13,"$2,015.60",Y
8252762,5,$719.22,Y
8252768,12,"$1,059.73",N
8252801,6,$364.41,N
8252820,5,$126.90,Y
8252835,11,"$2,382.97",N
8252842,18,"$3,424.66",N
8252863,5,$110.28,N
8252894,4,$102.06,N
8252953,6,$137.19,Y
8253002,3,$79.20,N
8253007,5,$186.11,N
8253024,12,$453.16,Y
8253059,5,$150.22,N
8253072,4,$81.88,N
8253075,3,$570.84,N
8253081,7,$723.48,N
8253117,5,$861.37,Y
8253210,6,$129.51,N
8253217,9,$608.17,N
8253220,9,$214.74,N
8253222,4,$431.78,N
8253260,3,$130.92,N
8253346,8,$857.64,Y
8253361,3,$182.93,N
8253396,9,$667.60,N
8253446,4,$158.65,N
8253489,14,"$1,327.48",Y
8253504,3,$71.47,N
8253524,8,$228.46,Y
8253558,3,$66.55,N
8253646,5,$453.18,Y
8253651,3,$431.44,Y
8253678,13,$764.24,N
8253719,4,$256.83,N
8253743,6,$126.58,N
8253766,22,"$3,670.33",N
8253776,5,$182.56,N
8253867,6,$522.44,Y
8253874,3,$141.59,N
8253944,7,$92.07,N
8253963,9,$461.32,N
8253987,5,$251.36,N
8253988,5,$982.30,N
8253991,4,$446.63,Y
8254013,7,$246.24,N
8254036,7,$783.15,N
8254079,3,$112.26,N
8254101,4,$175.81,N
8254118,4,$695.43,Y
8254130,3,$118.92,N
8254135,5,$132.61,N
8254159,6,$453.64,Y
8254166,4,$186.64,N
8254261,3,$581.14,N
8254287,8,$209.80,Y
8254320,5,$338.86,Y
8254345,4,$262.92,Y
8254359,6,$269.68,N
8254387,12,$521.72,N
8254402,7,$512.27,Y
8254403,13,$291.03,Y
8254408,5,$382.77,Y
8254412,3,$65.40,N
8254421,30,$902.93,Y
8254443,4,$93.55,N
8254458,4,$87.38,Y
8254478,5,$149.49,N
8254536,12,$324.64,N
8254598,5,$107.00,N
8254696,10,$306.85,Y
8254725,10,$611.99,Y
8254728,3,$101.94,N
8254840,8,$340.37,N
8254844,6,"$1,259.87",Y
8254882,5,$286.48,N
8254904,9,$302.71,N
8254921,6,$208.31,Y
8254924,11,"$1,812.00",N
8254953,5,$368.94,N
8255029,8,"$1,404.55",Y
8255083,9,"$2,635.82",N
8255135,5,$124.38,N
8255142,9,$426.64,N
8255144,7,$266.49,N
8255155,8,$293.53,Y
8255162,5,$397.91,N
8255164,5,$274.18,Y
8255207,5,$710.84,Y
8255213,3,$132.22,N
8255275,3,$141.87,Y
8255288,7,$180.13,N
8255310,6,$342.97,N
8255317,5,$234.80,Y
8255377,4,$128.89,N
8255380,6,"$1,726.13",Y
8255387,4,$252.92,Y
8255388,3,$252.85,N
8255449,3,$110.69,Y
8255451,11,"$1,870.14",Y
8255461,15,$469.33,Y
8255469,8,$771.02,Y
8255515,4,$391.31,N
8255530,5,$585.67,Y
8255552,5,$334.42,N
8255563,7,$944.50,Y
8255574,5,$146.78,N
8255575,13,$260.61,Y
8255597,9,$661.70,N
8255601,5,$332.58,N
8255606,5,$104.99,Y
8255651,6,$109.01,N
8255652,20,"$3,163.35",Y
8255786,5,$728.38,Y
8255807,3,$66.68,Y
8255827,6,$82.64,N
8255913,4,$169.02,N
8255976,11,$719.68,N
8256017,3,$170.68,N
8256058,5,$761.60,N
8256112,9,$736.18,Y
8256167,11,$563.63,N
8256175,4,$153.78,N
8256211,4,$167.34,N
8256214,9,"$1,359.32",N
8256296,4,$220.42,N
8256361,11,$396.51,Y
8256383,5,$386.86,N
8256586,12,$580.68,Y
8256700,4,$93.09,N
8256707,14,$307.22,N
8256713,4,$700.04,N
8256721,7,$769.73,Y
8256771,7,$515.42,N
8256875,8,$551.76,N
8256877,8,"$1,000.01",N
8256886,10,$410.55,Y
8256907,5,$171.02,N
8256919,3,$135.07,N
8256959,7,$152.97,Y
8257002,3,$245.94,N
8257029,7,$224.70,N
8257035,8,$349.08,Y
8257058,13,$472.39,N
8257097,8,$134.08,N
8257142,7,$257.82,N
8257243,3,$187.44,N
8257257,3,$85.98,N
8257353,4,$475.61,Y
8257360,9,"$1,902.51",Y
8257367,9,$237.15,N
8257396,5,$170.38,N
8257416,9,$271.36,N
8257431,4,$464.86,N
8257447,8,$522.40,N
8257532,7,$498.04,N
8257704,5,$224.11,Y
8257723,4,$156.92,N
8257732,6,$339.34,Y
8257757,15,"$1,158.12",N
8257769,18,"$1,700.96",Y
8257780,5,$68.92,N
8257835,9,$516.68,N
8257841,8,$445.36,Y
8257855,4,$402.42,N
8257881,6,$157.56,N
8257916,9,$313.72,N
8257917,6,$520.34,N
8257980,4,"$1,064.41",N
8258008,7,$236.94,N
8258076,3,$106.87,N
8258100,9,$138.79,N
8258170,6,$150.39,N
8258204,8,$313.80,N
8258327,13,$683.36,N
8258380,6,$156.84,Y
8258429,3,$87.88,Y
8258472,4,$202.59,Y
8258483,4,$197.06,Y
8258514,3,$107.90,Y
8258518,4,$178.96,N
8258557,13,"$1,328.77",Y
8258565,6,$417.06,Y
8258578,13,$592.11,Y
8258592,6,$247.63,N
8258643,6,$183.07,N
8258645,6,$365.47,Y
8258659,4,$214.03,Y
8258663,4,$402.16,N
8258728,5,$408.01,Y
8258779,6,$746.78,N
8258792,10,$663.50,Y
8258804,6,$156.88,N
8258811,5,$332.54,Y
8258826,7,"$1,893.13",Y
8258830,21,"$1,535.00",Y
8258892,3,$436.59,Y
8258894,3,$506.88,N
8258933,6,$172.23,N
8258952,6,"$1,203.71",Y
8259012,5,"$1,450.50",Y
8259019,8,$620.29,N
8259073,3,$272.63,N
8259202,7,"$1,948.61",N
8259215,11,$361.22,Y
8259219,6,$392.40,Y
8259222,5,$251.31,N
8259257,6,$411.59,Y
8259362,3,$352.45,N
8259477,9,$314.47,N
8259640,4,$101.51,N
8259650,10,"$1,601.54",Y
8259664,5,$248.85,N
8259697,3,$52.24,Y
8259714,3,$281.08,Y
8259741,6,$394.98,Y
8259779,8,$199.32,N
8259806,4,$107.34,Y
8259875,3,$79.88,N
8259910,5,$405.32,Y
8259914,7,$402.63,Y
8259930,7,$266.68,Y
8259933,3,$92.85,N
8259955,8,$163.43,N
8259958,4,$103.27,N
8259983,8,$515.78,Y
8260048,4,$529.91,N
8260056,4,$90.09,N
8260086,10,$711.98,Y
8260128,4,$62.90,N
8260144,7,$717.66,N
8260237,9,$806.36,N
8260239,3,$172.03,N
8260284,7,$285.34,N
8260289,4,$139.14,N
8260361,3,$103.31,N
8260370,4,$44.93,Y
8260379,11,"$1,102.46",Y
8260453,4,$66.29,N
8260508,28,"$1,862.84",Y
8260520,4,$959.77,N
8260551,4,$355.88,N
8260563,6,$780.12,N
8260586,3,$393.45,N
8260607,6,$322.31,Y
8260608,3,$294.19,N
8260620,10,"$1,762.51",Y
8260705,4,$427.16,Y
8260726,14,"$1,396.13",N
8260748,7,$650.14,N
8260786,3,$267.94,N
8260788,4,$246.40,N
8260821,7,$267.84,Y
8260859,6,$619.48,Y
8260870,4,$92.11,N
8260883,4,$471.63,N
8260889,5,$499.57,Y
8260891,9,$388.86,Y
8260944,3,$73.96,N
8260990,10,"$1,157.03",Y
8260997,6,$171.69,N
8261010,3,$61.89,Y
8261018,3,$103.86,N
8261033,5,$244.84,Y
8261040,4,$231.92,Y
8261134,7,$719.67,N
8261155,18,"$1,235.32",Y
8261181,7,$245.77,Y
8261232,4,$314.29,Y
8261280,12,$488.39,N
8261299,4,$167.89,Y
8261322,3,$222.92,Y
8261348,16,"$2,387.43",Y
8261362,18,"$2,372.11",Y
8261364,61,$925.80,Y
8261375,3,$95.68,N
8261474,93,"$9,539.48",Y
8261506,4,$388.06,Y
8261534,3,$142.72,N
8261549,4,$143.18,N
8261618,7,$621.12,N
8261633,6,$186.91,Y
8261645,4,$158.50,Y
8261672,5,$161.43,N
8261685,5,$164.32,N
8261736,9,$721.74,Y
8261840,3,$95.00,N
8261865,6,"$1,794.19",N
8261931,8,$221.68,N
8261999,28,"$1,247.54",N
8262002,6,$476.46,Y
8262026,3,$61.20,N
8262049,3,$131.42,N
8262132,13,$440.06,Y
8262293,6,$298.25,N
8262328,10,$587.80,N
8262430,68,"$1,953.06",Y
8262433,20,$351.07,Y
8262475,56,"$2,510.67",Y
8262617,8,$528.32,N
8262630,3,$88.86,N
8262632,5,$149.84,N
8262652,99,"$1,716.81",Y
8262654,7,$716.61,Y
8262655,4,$213.43,N
8262676,3,$109.86,Y
8262697,20,$365.42,Y
8262706,5,$337.43,Y
8262717,3,"$1,056.82",N
8262733,3,$105.89,N
8262737,4,$109.31,N
8262755,3,$102.92,N
8262775,4,$296.17,Y
8262816,12,"$2,254.35",Y
8262829,7,$326.47,N
8262961,8,$201.35,Y
8262974,8,$775.32,Y
8263007,4,$124.43,N
8263070,7,"$2,495.88",Y
8263111,4,$718.35,Y
8263126,4,$177.12,Y
8263150,4,$117.83,N
8263160,3,$93.13,N
8263165,5,$169.10,N
8263208,7,$729.00,Y
8263228,4,$699.82,Y
8263298,10,$194.68,Y
8263312,25,"$1,371.52",Y
8263325,5,$235.90,N
8263327,5,$179.89,N
8263337,5,$304.94,N
8263339,14,"$1,377.77",Y
8263383,6,$412.00,Y
8263390,8,$671.18,Y
8263487,3,$144.76,N
8263490,3,$399.36,N
8263522,5,$564.95,Y
8263568,6,$580.80,Y
8263581,7,$488.78,N
8263614,7,$218.77,Y
8263628,4,$755.46,N
8263663,3,$238.38,N
8263677,6,$186.72,N
8263685,3,$245.05,N
8263693,41,"$3,016.49",Y
8263708,50,"$13,852.17",Y
8263720,4,$277.85,N
8263734,22,"$1,633.43",Y
8263749,4,$260.17,Y
8263867,4,$573.69,N
8263885,15,$689.82,N
8263889,4,$164.29,N
8263917,6,$267.14,N
8263982,16,"$1,038.29",Y
8264136,5,$170.28,Y
8264184,3,$76.94,N
8264196,5,$143.79,N
8264226,6,$581.18,Y
8264261,7,$402.01,N
8264379,40,$964.79,Y
8264410,9,$180.83,N
8264412,17,$440.95,Y
8264418,6,$94.24,N
8264427,9,$440.70,N
8264429,4,$207.07,N
8264498,4,$197.31,N
8264512,18,$951.19,N
8264517,3,$404.74,N
8264548,4,$82.92,Y
8264565,8,"$1,279.92",Y
8264594,15,"$1,171.98",Y
8264607,7,"$1,255.70",Y
8264659,10,$727.05,N
8264674,7,$522.09,Y
8264682,3,$194.42,Y
8264694,4,$347.90,N
8264856,9,"$1,033.06",N
8264919,14,"$1,413.29",N
8264954,5,$511.26,N
8264984,3,$202.20,N
8265027,4,$326.60,N
8265039,6,$534.04,Y
8265075,3,$278.17,N
8265101,12,$744.97,Y
8265162,5,$607.10,Y
8265166,3,$194.71,Y
8265179,5,$68.71,N
8265203,28,$785.54,Y
8265206,6,$316.29,N
8265209,3,$139.01,N
8265211,9,$999.79,N
8265219,5,$164.32,N
8265239,3,$85.44,N
8265244,3,$414.38,N
8265277,11,$794.23,N
8265289,5,$632.22,N
8265302,4,$98.45,N
8265344,23,"$2,223.16",N
8265372,7,$315.62,Y
8265377,3,$220.80,N
8265382,10,$348.34,N
8265394,3,$179.12,N
8265404,7,$256.65,N
8265437,26,"$1,272.82",Y
8265458,13,$710.54,Y
8265459,6,$288.00,N
8265478,3,$91.87,Y
8265481,8,"$1,068.02",N
8265488,4,$271.64,N
8265538,3,$96.86,Y
8265554,5,$163.89,Y
8265602,12,$406.42,N
8265618,7,$809.93,Y
8265620,10,$702.07,Y
8265640,7,$800.71,Y
8265686,7,$415.37,N
8265711,5,$295.72,N
8265723,7,$526.44,Y
8265772,5,$320.97,N
8265776,3,$129.07,N
8265780,3,$114.28,N
8265787,3,$405.40,N
8265876,3,$416.12,N
8265926,14,$227.34,N
8265996,9,"$1,738.81",Y
8266006,26,"$6,771.13",N
