OID,Customer ID,Order Date,Channel,Sub-Channel,Free Shipping Flag,Customer Order # (Brand),New/Repeat Flag (Brand),Contains Trend Item Flag,Item Quantity Ordered,Serviced Item Quantity,Framed Item Quantity,Net Base Item Amount USD,Net Services Amount USD,Net Item Amount USD,Freight Amount USD,Coupon Item Amount USD,Coupon Amount USD,Net Sales Amount USD
1001629808614,9444717,7/16/13,Affiliates & Partners,Networks,N,1,New,N,1,0,0,$20.99,$0.00,$20.99,$4.99,$9.00,$9.00,$25.98
1000423841254,9443603,7/16/13,Direct to Site,No Referrer,N,1,New,N,1,0,0,$53.19,$0.00,$53.19,$4.99,$22.80,$22.80,$58.18
1000482919910,8233859,7/16/13,Direct to Site,No Referrer,No Coupon,6,Repeat,Y,1,0,0,$19.99,$0.00,$19.99,$9.99,$0.00,$0.00,$29.98
1000647327718,8251961,7/16/13,Direct to Site,No Referrer,N,7,Repeat,Y,4,0,0,$23.96,$0.00,$23.96,$11.96,$5.99,$5.99,$35.92
1000648612263,9445522,7/16/13,Direct to Site,No Referrer,N,1,New,Y,1,0,0,$15.39,$0.00,$15.39,$4.99,$6.60,$6.60,$20.38
1001420411941,9431216,7/16/13,Direct to Site,No Referrer,N,1,New,N,2,0,0,$34.99,$0.00,$34.99,$0.00,$34.99,$34.99,$34.99
1000262758118,9441697,7/16/13,Other,Unknown Referrer,N,1,New,Y,2,0,0,$18.88,$0.00,$18.88,$9.98,$8.09,$8.09,$28.86
1000482871719,9440541,7/16/13,Other,Unknown Referrer,N,1,New,Y,1,0,0,$27.99,$0.00,$27.99,$9.99,$7.00,$7.00,$37.98
1000642631142,9320393,7/16/13,Other,Unknown Referrer,N,4,Repeat,N,1,0,0,$17.49,$0.00,$17.49,$4.99,$7.50,$7.50,$22.48
1000253386470,9441264,7/16/13,SEM,Paid Ads,No Coupon,1,New,N,1,1,0,$54.99,$101.00,$155.99,$24.99,$0.00,$0.00,$180.98
1000435248870,9439938,7/16/13,SEM,Paid Ads,N,1,New,Y,1,1,1,$3.99,$92.00,$95.99,$9.99,$24.00,$24.00,$105.98
1000474185958,9444629,7/16/13,SEM,Paid Ads,N,1,New,Y,2,0,0,$16.78,$0.00,$16.78,$9.98,$7.19,$7.19,$26.76
1001031831782,9442726,7/16/13,SEM,Paid Ads,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1001588166886,2627388,7/16/13,SEM,Paid Ads,No Coupon,2,Repeat,N,1,1,0,$103.99,$56.00,$159.99,$19.99,$40.00,$40.00,$179.98
1001034514406,9443158,7/16/13,SEM,Product Listing Ads,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1001198931174,9436791,7/16/13,SEM,Product Listing Ads,No Coupon,1,New,N,1,1,1,$19.99,$85.00,$104.99,$9.99,$0.00,$0.00,$114.98
1001588136359,9438680,7/16/13,SEM,Product Listing Ads,No Coupon,1,New,Y,1,0,0,$24.99,$0.00,$24.99,$4.99,$0.00,$0.00,$29.98
1001028458982,9438955,7/16/13,SEO,Image,N,1,New,Y,2,0,0,$48.98,$0.00,$48.98,$39.98,$20.99,$20.99,$88.96
1002021661414,9445229,7/16/13,SEO,Image,No Coupon,1,New,Y,2,0,0,$21.98,$0.00,$21.98,$5.98,$0.00,$0.00,$27.96
1000480896998,9441184,7/16/13,SEO,Organic,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1001255296486,9442993,7/16/13,SEO,Organic,No Coupon,1,New,N,1,0,0,$29.99,$0.00,$29.99,$4.99,$0.00,$0.00,$34.98
1001633128934,4187157,7/16/13,SEO,Organic,N,1,New,Y,1,1,0,$6.39,$17.60,$23.99,$7.99,$6.00,$6.00,$31.98
1001811618534,8237207,7/16/13,SEO,Organic,No Coupon,49,Repeat,Y,1,0,0,$16.99,$0.00,$16.99,$4.99,$0.00,$0.00,$21.98
1000258799846,3076854,7/16/13,SEO,Satellite Sites,N,2,Repeat,Y,4,0,0,$31.16,$0.00,$31.16,$7.96,$7.79,$7.79,$39.12
1000861372646,6173526,7/16/13,SEO,Satellite Sites,N,3,Repeat,N,1,0,0,$10.39,$0.00,$10.39,$4.99,$2.60,$2.60,$15.38
1001638502823,730069,7/17/13,Affiliates & Partners,Networks,No Coupon,2,Repeat,Y,2,0,0,$11.98,$0.00,$11.98,$5.98,$0.00,$0.00,$17.96
1001796916584,2951102,7/17/13,Direct to Site,No Referrer,N,4,Repeat,Y,19,11,11,$215.44,$998.21,"$1,213.65",$341.81,$520.14,$520.14,"$1,555.46"
1001810993575,9437604,7/17/13,Direct to Site,No Referrer,No Coupon,1,New,N,3,0,0,$80.97,$0.00,$80.97,$6.97,$0.00,$0.00,$87.94
1002027092072,9445044,7/17/13,Direct to Site,No Referrer,N,1,New,N,1,1,0,$27.30,$14.70,$41.99,$24.99,$18.00,$18.00,$66.98
1000653365671,8837757,7/17/13,Email,Campaign,N,5,Repeat,Y,1,0,0,$22.27,$0.00,$22.27,$4.99,$7.42,$7.42,$27.26
1000262771111,9413572,7/17/13,Other,Unknown Referrer,N,3,Repeat,N,1,1,1,$62.99,$129.50,$192.49,$49.99,$82.50,$82.50,$242.48
1001631844456,9445469,7/17/13,Other,Unknown Referrer,No Coupon,1,New,Y,2,0,0,$15.98,$0.00,$15.98,$5.98,$0.00,$0.00,$21.96
1000648009320,8265404,7/17/13,SEM,Paid Ads,No Coupon,7,Repeat,N,1,0,0,$34.99,$0.00,$34.99,$9.99,$0.00,$0.00,$44.98
1000865440167,2328965,7/17/13,SEM,Paid Ads,N,2,Repeat,Y,2,0,0,$14.38,$0.00,$14.38,$5.98,$3.60,$3.60,$20.36
1001243928168,6185074,7/17/13,SEM,Paid Ads,N,1,New,Y,1,0,0,$27.99,$0.00,$27.99,$7.99,$7.00,$7.00,$35.98
1002026379943,958112,7/17/13,SEM,Paid Ads,N,2,Repeat,Y,1,0,0,$7.19,$0.00,$7.19,$4.99,$1.80,$1.80,$12.18
1000043382888,9437389,7/17/13,SEO,Organic,No Coupon,1,New,N,2,2,0,$34.98,$117.00,$151.98,$29.98,$0.00,$0.00,$181.96
1000471468392,9443264,7/17/13,SEO,Organic,N,1,New,N,1,0,0,$10.39,$0.00,$10.39,$4.99,$2.60,$2.60,$15.38
1001635780968,9438648,7/17/13,SEO,Organic,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1000474155368,9026529,7/18/13,Affiliates & Partners,Networks,N,1,New,N,1,0,0,$14.99,$0.00,$14.99,$4.99,$5.00,$5.00,$19.98
1000642626408,9438354,7/18/13,Direct to Site,No Referrer,No Coupon,1,New,N,6,0,0,$172.94,$0.00,$172.94,$13.94,$0.00,$0.00,$186.88
1000819132457,9438799,7/18/13,Direct to Site,No Referrer,N,1,New,Y,4,0,0,$97.56,$0.00,$97.56,$45.96,$24.39,$24.39,$143.52
1000653986089,9210980,7/18/13,Email,Campaign,N,5,Repeat,N,1,0,0,$56.24,$0.00,$56.24,$4.99,$18.75,$18.75,$61.23
1001195579945,8268865,7/18/13,Email,Campaign,N,4,Repeat,N,1,1,1,$37.49,$93.75,$131.24,$19.99,$43.75,$43.75,$151.23
1000086291304,9443158,7/18/13,Email,Triggered,N,2,Repeat,Y,1,0,0,$6.39,$0.00,$6.39,$4.99,$1.60,$1.60,$11.38
1000093661993,8218918,7/18/13,SEM,Paid Ads,N,5,Repeat,Y,2,0,0,$24.48,$0.00,$24.48,$14.98,$10.49,$10.49,$39.46
1000864042025,9441913,7/18/13,SEM,Paid Ads,No Coupon,1,New,N,1,1,1,$12.99,$31.99,$44.98,$9.99,$0.00,$0.00,$54.97
1001193596457,8261474,7/18/13,SEM,Paid Ads,No Coupon,61,Repeat,N,2,0,0,$99.98,$0.00,$99.98,$5.98,$0.00,$0.00,$105.96
1001417021737,9443942,7/18/13,SEM,Product Listing Ads,No Coupon,1,New,N,1,1,1,$39.99,$90.00,$129.99,$49.99,$0.00,$0.00,$179.98
1000429258793,3618231,7/18/13,SEO,Organic,N,3,Repeat,Y,2,1,0,$34.28,$15.40,$49.68,$17.98,$21.29,$21.29,$67.66
1000478157416,9443288,7/18/13,SEO,Organic,No Coupon,1,New,N,1,1,1,$169.99,$230.00,$399.99,$49.99,$0.00,$0.00,$449.98
1000871438889,6146106,7/18/13,SEO,Organic,N,2,Repeat,Y,3,0,0,$41.27,$0.00,$41.27,$6.97,$17.69,$17.69,$48.24
1001033177385,9360737,7/18/13,SEO,Organic,No Coupon,2,Repeat,Y,2,0,0,$21.98,$0.00,$21.98,$5.98,$0.00,$0.00,$27.96
1001593558057,8563062,7/18/13,SEO,Organic,N,4,Repeat,Y,8,0,0,$93.52,$0.00,$93.52,$15.92,$23.38,$23.38,$109.44
1001411010026,9417639,7/19/13,Affiliates & Partners,Networks,N,2,Repeat,N,1,0,0,$41.24,$0.00,$41.24,$4.99,$13.75,$13.75,$46.23
1000043356650,6268646,7/19/13,Direct to Site,No Referrer,No Coupon,6,Repeat,N,1,1,1,$34.99,$115.00,$149.99,$19.99,$0.00,$0.00,$169.98
1000267489770,8563062,7/19/13,Direct to Site,No Referrer,N,5,Repeat,Y,11,0,0,$125.90,$0.00,$125.90,$18.89,$53.96,$53.96,$144.79
1001249271530,142120,7/19/13,Direct to Site,No Referrer,N,2,Repeat,Y,2,1,1,$27.28,$70.00,$97.28,$24.98,$41.69,$41.69,$122.26
1002023072490,9342259,7/19/13,Direct to Site,No Referrer,Y,2,Repeat,N,1,0,0,$154.99,$0.00,$154.99,$0.99,$0.00,$0.99,$154.99
1001251962858,8902885,7/19/13,Other,Unknown Referrer,No Coupon,3,Repeat,Y,2,0,0,$27.98,$0.00,$27.98,$9.98,$0.00,$0.00,$37.96
1000089616362,1205794,7/19/13,SEM,Paid Ads,N,2,Repeat,N,3,2,0,$165.18,$139.30,$304.47,$89.97,$130.49,$130.49,$394.44
1000433243370,9451120,7/19/13,SEM,Paid Ads,N,1,New,N,4,4,0,$164.97,$303.00,$467.97,$99.96,$155.99,$155.99,$567.93
1000647305962,9450944,7/19/13,SEM,Paid Ads,No Coupon,1,New,Y,1,0,0,$19.99,$0.00,$19.99,$4.99,$0.00,$0.00,$24.98
1000866078186,9454843,7/19/13,SEM,Paid Ads,N,1,New,Y,8,0,0,$86.30,$0.00,$86.30,$15.92,$21.58,$21.58,$102.22
1000872111850,9450799,7/19/13,SEM,Paid Ads,N,1,New,N,1,0,0,$43.99,$0.00,$43.99,$4.99,$11.00,$11.00,$48.98
1001192919274,9449295,7/19/13,SEM,Paid Ads,No Coupon,1,New,Y,1,0,0,$22.99,$0.00,$22.99,$4.99,$0.00,$0.00,$27.98
1000039302122,9453307,7/19/13,SEO,Organic,N,1,New,Y,1,0,0,$6.29,$0.00,$6.29,$4.99,$2.70,$2.70,$11.28
1001195619306,9447983,7/19/13,SEO,Organic,N,1,New,Y,5,0,0,$24.45,$0.00,$24.45,$12.95,$10.48,$10.48,$37.40
1000429206443,9451941,7/20/13,Affiliates & Partners,Networks,N,1,New,N,1,0,0,$48.99,$0.00,$48.99,$4.99,$21.00,$21.00,$53.98
1001203649707,8233888,7/20/13,Affiliates & Partners,Networks,N,7,Repeat,N,2,2,0,$12.74,$45.00,$57.74,$15.98,$19.25,$19.25,$73.72
1001257328043,8912016,7/20/13,Affiliates & Partners,Networks,No Coupon,3,Repeat,Y,2,0,0,$17.98,$0.00,$17.98,$5.98,$0.00,$0.00,$23.96
1001581464747,8233888,7/20/13,Affiliates & Partners,Networks,N,6,Repeat,N,1,0,0,$22.49,$0.00,$22.49,$4.99,$7.50,$7.50,$27.48
1000265445035,9454239,7/20/13,Direct to Site,No Referrer,N,1,New,Y,4,0,0,$19.44,$0.00,$19.44,$11.96,$6.48,$6.48,$31.40
1000866724779,4866650,7/20/13,Email,Campaign,N,5,Repeat,Y,2,0,0,$10.48,$0.00,$10.48,$5.98,$4.49,$4.49,$16.46
1000262771115,4033260,7/20/13,SEM,Paid Ads,N,2,Repeat,Y,4,0,0,$38.32,$0.00,$38.32,$7.96,$9.58,$9.58,$46.28
1000483531435,8263312,7/20/13,SEM,Paid Ads,N,14,Repeat,Y,3,0,0,$18.36,$0.00,$18.36,$10.97,$4.59,$4.59,$29.33
1000478179243,9446212,7/20/13,SEO,Organic,N,1,New,N,1,0,0,$58.39,$0.00,$58.39,$4.99,$14.60,$14.60,$63.38
1000088965291,9450313,7/20/13,SEO,Satellite Sites,No Coupon,1,New,Y,8,0,0,$71.92,$0.00,$71.92,$15.92,$0.00,$0.00,$87.84
1000866742187,9441778,7/20/13,SEO,Satellite Sites,No Coupon,1,New,Y,2,0,0,$13.97,$0.00,$13.97,$5.98,$0.00,$0.00,$19.95
1001643186540,9449292,7/21/13,Affiliates & Partners,Internal,N,2,Repeat,Y,1,0,0,$6.74,$0.00,$6.74,$4.99,$2.25,$2.25,$11.73
1000093670764,9447372,7/21/13,Affiliates & Partners,Networks,N,1,New,N,1,0,0,$78.74,$0.00,$78.74,$9.99,$26.25,$26.25,$88.73
1000864033388,8225168,7/21/13,Affiliates & Partners,Networks,N,3,Repeat,Y,1,0,0,$6.74,$0.00,$6.74,$4.99,$2.25,$2.25,$11.73
1000044011884,9447765,7/21/13,Direct to Site,No Referrer,No Coupon,1,New,N,2,2,2,$19.98,$100.00,$119.98,$15.98,$0.00,$0.00,$135.96
1000094990188,8226373,7/21/13,Direct to Site,No Referrer,N,12,Repeat,N,1,0,0,$24.49,$0.00,$24.49,$4.99,$10.50,$10.50,$29.48
1000262740588,8794375,7/21/13,Direct to Site,No Referrer,N,3,Repeat,N,1,1,1,$19.49,$29.25,$48.74,$9.99,$26.25,$26.25,$58.73
1000432592492,2238054,7/21/13,Direct to Site,No Referrer,N,2,Repeat,Y,2,0,0,$9.78,$0.00,$9.78,$5.98,$4.19,$4.19,$15.76
1001257970284,8794375,7/21/13,Direct to Site,No Referrer,N,4,Repeat,N,1,1,1,$5.24,$24.75,$29.99,$7.99,$10.00,$10.00,$37.98
1000267480940,9454638,7/21/13,Email,Triggered,N,1,New,N,1,1,0,$5.59,$11.90,$17.49,$9.99,$7.50,$7.50,$27.48
1000810416236,9448726,7/21/13,SEM,Paid Ads,No Coupon,1,New,Y,2,0,0,$15.98,$0.00,$15.98,$5.98,$0.00,$0.00,$21.96
1001202260332,9004942,7/21/13,SEM,Paid Ads,N,4,Repeat,Y,1,1,0,$16.79,$67.20,$83.99,$24.99,$36.00,$36.00,$108.98
1001204982124,8268000,7/21/13,SEM,Paid Ads,No Coupon,5,Repeat,N,1,1,1,$69.99,$160.00,$229.99,$24.99,$0.00,$0.00,$254.98
1001578764652,9452386,7/21/13,SEM,Paid Ads,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1001579454828,9455001,7/21/13,SEM,Paid Ads,No Coupon,1,New,N,1,1,1,$59.99,$85.00,$144.99,$19.99,$0.00,$0.00,$164.98
1001634492012,9446576,7/21/13,SEM,Paid Ads,No Coupon,1,New,Y,2,0,0,$17.98,$0.00,$17.98,$15.98,$0.00,$0.00,$33.96
1001799581548,9442513,7/21/13,SEM,Paid Ads,N,2,Repeat,N,4,4,3,$47.57,$207.90,$255.47,$54.96,$109.49,$109.49,$310.43
1001411001196,9448241,7/21/13,SEM,Product Listing Ads,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1001196287852,9449769,7/21/13,SEO,Organic,N,1,New,N,2,0,0,$104.98,$0.00,$104.98,$5.98,$34.99,$34.99,$110.96
1001033885292,9453178,7/21/13,SEO,Satellite Sites,N,1,New,Y,3,0,0,$11.20,$0.00,$11.20,$10.97,$3.73,$3.73,$22.17
1000479568429,8241810,7/22/13,Affiliates & Partners,Networks,N,4,Repeat,N,1,0,0,$25.99,$0.00,$25.99,$4.99,$14.00,$14.00,$30.98
1000049398829,3247895,7/22/13,Direct to Site,No Referrer,No Coupon,1,New,N,1,0,0,$53.99,$0.00,$53.99,$4.99,$0.00,$0.00,$58.98
1001247266286,8233847,7/22/13,Direct to Site,No Referrer,N,30,Repeat,N,2,0,0,$131.98,$0.00,$131.98,$5.98,$33.00,$33.00,$137.96
1000807668013,6278848,7/22/13,Email,Campaign,N,12,Repeat,Y,3,0,0,$16.47,$0.00,$16.47,$6.97,$5.49,$5.49,$23.44
1000035946541,9453623,7/22/13,SEM,Paid Ads,N,1,New,Y,3,0,0,$27.97,$0.00,$27.97,$10.97,$11.99,$11.99,$38.94
1001196929837,9125976,7/22/13,SEM,Paid Ads,N,3,Repeat,N,1,1,0,$27.99,$56.70,$84.69,$19.99,$36.30,$36.30,$104.68
1002027074349,9448918,7/22/13,SEM,Paid Ads,No Coupon,1,New,N,1,0,0,$14.99,$0.00,$14.99,$4.99,$0.00,$0.00,$19.98
1002027078701,9445902,7/22/13,SEM,Paid Ads,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1000040682797,9447482,7/22/13,SEO,Organic,N,1,New,Y,1,0,0,$10.49,$0.00,$10.49,$4.99,$4.50,$4.50,$15.48
1000254063468,9448876,7/22/13,SEO,Organic,N,1,New,N,4,0,0,$104.96,$0.00,$104.96,$7.96,$34.99,$34.99,$112.92
1000816436781,9454562,7/22/13,SEO,Organic,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1000871482413,9446372,7/22/13,SEO,Organic,N,1,New,N,1,0,0,$32.49,$0.00,$32.49,$4.99,$17.50,$17.50,$37.48
1001199595053,9447156,7/22/13,SEO,Organic,N,1,New,N,1,1,0,$48.75,$26.25,$74.99,$9.99,$25.00,$25.00,$84.98
1001201652781,9449394,7/22/13,SEO,Organic,N,1,New,Y,3,0,0,$27.27,$0.00,$27.27,$6.97,$11.69,$11.69,$34.24
1001639879020,9455125,7/22/13,SEO,Organic,N,1,New,Y,4,0,0,$41.26,$0.00,$41.26,$7.96,$17.68,$17.68,$49.22
1001035886318,9451855,7/23/13,Affiliates & Partners,Networks,N,1,New,Y,1,0,0,$5.84,$0.00,$5.84,$4.99,$3.15,$3.15,$10.83
1000261469166,8238510,7/23/13,Direct to Site,No Referrer,N,4,Repeat,N,1,1,0,$29.25,$15.75,$44.99,$7.99,$15.00,$15.00,$52.98
1000650678766,9404213,7/23/13,Email,Campaign,N,2,Repeat,N,3,0,0,$66.47,$0.00,$66.47,$6.97,$28.49,$28.49,$73.44
1000866078190,8252953,7/23/13,Email,Campaign,N,3,Repeat,N,1,0,0,$20.99,$0.00,$20.99,$4.99,$9.00,$9.00,$25.98
1001025828783,9451805,7/23/13,Email,Triggered,N,1,New,N,1,0,0,$10.49,$0.00,$10.49,$4.99,$4.50,$4.50,$15.48
1002021036526,6269630,7/23/13,Other,Unknown Referrer,N,7,Repeat,Y,77,0,0,"$1,500.20",$0.00,"$1,500.20",$80.23,$642.94,$642.94,"$1,580.43"
1002026423727,9453223,7/23/13,Other,Unknown Referrer,No Coupon,1,New,Y,4,0,0,$37.96,$0.00,$37.96,$7.96,$0.00,$0.00,$45.92
1001411045039,9446146,7/23/13,SEM,Paid Ads,N,1,New,Y,1,1,0,$6.29,$4.90,$11.19,$9.99,$4.80,$4.80,$21.18
1001419756782,346914,7/23/13,SEM,Paid Ads,N,2,Repeat,Y,5,0,0,$42.70,$0.00,$42.70,$12.95,$14.23,$14.23,$55.65
1001802290414,9447127,7/23/13,SEM,Paid Ads,No Coupon,1,New,N,1,0,0,$27.99,$0.00,$27.99,$4.99,$0.00,$0.00,$32.98
1000039306478,9451065,7/23/13,SEM,Product Listing Ads,N,1,New,Y,3,0,0,$26.57,$0.00,$26.57,$6.97,$11.39,$11.39,$33.54
1001249288942,9452949,7/23/13,SEM,Product Listing Ads,No Coupon,1,New,N,1,1,1,$0.00,$99.99,$99.99,$19.99,$0.00,$0.00,$119.98
1001631809518,8269967,7/23/13,SEM,Product Listing Ads,No Coupon,4,Repeat,Y,2,0,0,$47.98,$0.00,$47.98,$14.98,$0.00,$0.00,$62.96
1000091001326,9446877,7/23/13,SEO,Organic,N,1,New,Y,4,0,0,$35.66,$0.00,$35.66,$7.96,$15.28,$15.28,$43.62
1000479581871,3570244,7/23/13,SEO,Organic,N,1,New,N,1,0,0,$69.99,$0.00,$69.99,$4.99,$30.00,$30.00,$74.98
1000653370094,5993318,7/23/13,SEO,Organic,N,1,New,N,1,1,0,$92.39,$43.40,$135.79,$19.99,$58.19,$58.19,$155.78
1000816388846,9451670,7/23/13,SEO,Organic,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1000435279535,8240581,7/23/13,SEO,Satellite Sites,No Coupon,4,Repeat,N,3,0,0,$84.97,$0.00,$84.97,$10.97,$0.00,$0.00,$95.94
1000258769071,9451426,7/24/13,Direct to Site,No Referrer,No Coupon,1,New,Y,1,0,0,$4.99,$0.00,$4.99,$4.99,$0.00,$0.00,$9.98
1000863434927,9451677,7/24/13,Direct to Site,No Referrer,No Coupon,1,New,N,4,4,0,$139.96,$282.00,$421.96,$79.96,$0.00,$0.00,$501.92
1000645951407,9455239,7/24/13,Email,Campaign,N,1,New,N,1,1,0,$104.99,$64.40,$169.39,$39.99,$72.60,$72.60,$209.38
1001039905711,9455164,7/24/13,SEM,Paid Ads,N,1,New,N,2,2,2,$69.99,$115.50,$185.48,$74.98,$79.49,$79.49,$260.46
1001207031408,9447515,7/24/13,SEM,Paid Ads,No Coupon,1,New,Y,1,0,0,$59.99,$0.00,$59.99,$4.99,$0.00,$0.00,$64.98
1000097043631,9451809,7/24/13,SEO,Organic,No Coupon,1,New,N,7,0,0,$51.93,$0.00,$51.93,$10.93,$0.00,$0.00,$62.86
1000810416240,9448564,7/24/13,SEO,Organic,No Coupon,1,New,Y,2,0,0,$29.98,$0.00,$29.98,$5.98,$0.00,$0.00,$35.96
1001039892655,8913508,7/24/13,SEO,Organic,N,2,Repeat,Y,3,0,0,$21.67,$0.00,$21.67,$6.97,$9.29,$9.29,$28.64
1000091634737,9446301,7/25/13,Affiliates & Partners,Networks,N,1,New,Y,1,0,0,$6.29,$0.00,$6.29,$4.99,$2.70,$2.70,$11.28
1002029761392,1776543,7/25/13,Affiliates & Partners,Networks,N,2,Repeat,Y,8,0,0,$44.93,$0.00,$44.93,$15.92,$14.98,$14.98,$60.85
1000050036848,9450244,7/25/13,Direct to Site,No Referrer,N,1,New,N,1,1,0,$22.39,$109.20,$131.59,$19.99,$56.40,$56.40,$151.58
1000086308913,9446123,7/25/13,Direct to Site,No Referrer,N,1,New,N,3,0,0,$55.27,$0.00,$55.27,$6.97,$23.69,$23.69,$62.24
1000811010353,9448687,7/25/13,Direct to Site,No Referrer,No Coupon,1,New,N,1,0,0,$99.99,$0.00,$99.99,$4.99,$0.00,$0.00,$104.98
1001033889585,9449411,7/25/13,Direct to Site,No Referrer,No Coupon,1,New,Y,2,0,0,$17.98,$0.00,$17.98,$5.98,$0.00,$0.00,$23.96
1001039219761,9463024,7/25/13,Direct to Site,No Referrer,N,1,New,N,1,0,0,$17.49,$0.00,$17.49,$4.99,$7.50,$7.50,$22.48
1001800914225,9447449,7/25/13,Direct to Site,No Referrer,No Coupon,1,New,Y,8,0,0,$142.92,$0.00,$142.92,$40.92,$0.00,$0.00,$183.84
1001586847344,8245636,7/25/13,Email,Campaign,N,5,Repeat,N,2,0,0,$41.98,$0.00,$41.98,$5.98,$17.99,$17.99,$47.96
1002027039537,9386331,7/25/13,Email,Campaign,N,2,Repeat,N,2,0,0,$30.78,$0.00,$30.78,$5.98,$13.19,$13.19,$36.76
1000433256497,9430034,7/25/13,Email,Transactional,N,2,Repeat,Y,3,0,0,$25.87,$0.00,$25.87,$10.97,$11.09,$11.09,$36.84
1001420403312,9446507,7/25/13,Email,Triggered,N,1,New,Y,3,2,0,$39.88,$75.60,$115.48,$32.97,$49.49,$49.49,$148.45
1000100372848,8871547,7/25/13,Other,Unknown Referrer,No Coupon,2,Repeat,N,1,0,0,$24.99,$0.00,$24.99,$4.99,$0.00,$0.00,$29.98
1000478192240,8259019,7/25/13,Other,Unknown Referrer,N,7,Repeat,N,1,0,0,$13.99,$0.00,$13.99,$4.99,$6.00,$6.00,$18.98
1000872102961,9447479,7/25/13,Other,Unknown Referrer,No Coupon,1,New,N,3,0,0,$99.97,$0.00,$99.97,$6.97,$0.00,$0.00,$106.94
1000091674161,8251280,7/25/13,SEM,Paid Ads,No Coupon,4,Repeat,N,2,0,0,$52.98,$0.00,$52.98,$5.98,$0.00,$0.00,$58.96
1000474819377,9454376,7/25/13,SEM,Paid Ads,N,1,New,Y,5,0,0,$34.25,$0.00,$34.25,$8.95,$14.68,$14.68,$43.20
1000860070512,9446373,7/25/13,SEM,Paid Ads,N,1,New,Y,4,0,0,$25.16,$0.00,$25.16,$7.96,$10.78,$10.78,$33.12
1001416423217,9450988,7/25/13,SEM,Paid Ads,N,1,New,Y,5,0,0,$384.25,$0.00,$384.25,$31.95,$164.68,$164.68,$416.20
1001802923888,9453374,7/25/13,SEM,Paid Ads,N,1,New,Y,1,0,0,$10.49,$0.00,$10.49,$4.99,$4.50,$4.50,$15.48
1001804990513,9454568,7/25/13,SEM,Product Listing Ads,N,1,New,Y,1,1,0,$5.59,$29.40,$34.99,$9.99,$15.00,$15.00,$44.98
1000644618801,9453239,7/25/13,SEO,Organic,No Coupon,1,New,N,1,0,0,$8.00,$0.00,$12.99,$4.99,$0.00,$0.00,$12.99
1001589534450,9466331,7/26/13,Affiliates & Partners,Networks,N,1,New,Y,1,0,0,$20.29,$0.00,$20.29,$7.99,$8.70,$8.70,$28.28
1001417030642,8245629,7/26/13,Direct to Site,No Referrer,N,5,Repeat,Y,2,0,0,$12.59,$0.00,$12.59,$5.98,$5.40,$5.40,$18.57
1001257987826,1056249,7/26/13,Email,Campaign,N,2,Repeat,Y,1,0,0,$6.29,$0.00,$6.29,$4.99,$2.70,$2.70,$11.28
1000650687281,9466899,7/26/13,Email,Transactional,N,2,Repeat,N,2,0,0,$11.18,$0.00,$11.18,$9.98,$2.80,$2.80,$21.16
1000813719282,9443217,7/26/13,Email,Transactional,N,4,Repeat,N,1,0,0,$20.99,$0.00,$20.99,$4.99,$9.00,$9.00,$25.98
1000818437874,9459056,7/26/13,SEM,Paid Ads,N,1,New,Y,13,0,0,$97.88,$0.00,$97.88,$20.87,$41.95,$41.95,$118.75
1001193596658,9458581,7/26/13,SEM,Paid Ads,N,1,New,N,1,1,1,$15.39,$54.60,$69.99,$9.99,$30.00,$30.00,$79.98
1000474159858,9463149,7/26/13,SEO,Organic,N,1,New,Y,3,0,0,$24.47,$0.00,$24.47,$6.97,$10.49,$10.49,$31.44
1000651308018,9461038,7/26/13,SEO,Organic,N,1,New,Y,2,2,0,$12.59,$9.80,$22.39,$19.98,$9.59,$9.59,$42.37
1001192897522,9464130,7/26/13,SEO,Organic,No Coupon,1,New,N,2,2,2,$31.98,$88.00,$119.98,$15.98,$0.00,$0.00,$135.96
1001635781106,9463214,7/26/13,SEO,Organic,No Coupon,1,New,N,2,2,2,$49.98,$150.00,$199.98,$19.98,$0.00,$0.00,$219.96
1000097056947,9459941,7/27/13,Direct to Site,No Referrer,N,1,New,Y,6,5,5,$165.87,$471.09,$636.96,$207.95,$272.99,$272.99,$844.91
1002023719091,8852800,7/27/13,Direct to Site,No Referrer,No Coupon,2,Repeat,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
